box-body href,direct-chat-msg,direct-chat-msg (2)
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=1949,"  Soalan

Soalan: Assalamualaikum, saya nk bertanya.. Saya baru bekerja di sesebuah company dan perlu travel ke luar office dan blh claim dengan company.. dari segi makan, hotel dan OT.. kawan sekerja saya membuat claim lebih.. contohnya kami bekerja cuma 2 hari tetapi dia claim 3 hari bekerja.. saya terpaksa ikut seperti yang di claim oleh kawan saya kerana kami bekerja bersama.. jadi hasil daripada claim yng tidak betul ini apa yang perlu saya buat? Adakah saya perlu sumbangkan kepada fakir miskin ataupun bolehkah saya gunakannya untuk membeli barangan yng bukan makanan.. Mohon pencerahan apakah cara yang betul untuk saya lakukan. Terima Kasih.","Jawapan  

Merujuk kepada persoalan saudara, hukum membuat tuntutan lebih dari asal adalah haram kerana ianya melibatkan penipuan dan wang tersebut haram digunakan sama ada mahu membeli makanan atau bukan makanan. Sebaiknya wang tuntutan lebihan itu wajib dipulangkan semula kepada syarikat yang dituntut. Hadith yang diriwayatkan daripada Abu Hurairah RA, bahawa : أن رسول الله ﷺ مر على صبرة طعام فأدخل يده فيها فنالت أصابعه بللا فقال ما هذا يا صاحب الطعام ؟ قال أصابته السماء يا رسول الله. قال أفلا جعلته فوق الطعام كي يراه الناس من غش فليس مني. أي من غش فليس على ديني الكامل. Maksudnya : “Bahawa Rasulullah SAW telah melalui setimbunan makanan yang dijual lalu memasukkan tangannya ke dalam timbunan makanan tersebut dan mendapati jari-jemarinya basah. Rasulullah SAW bersabda : “Apakah semua ini wahai pemilik makanan?”. Lelaki itu menjawab : “Makanan ini telah ditimpa hujan wahai Rasulullah SAW”. Baginda bersabda : “Kenapa tidak kamu jadikan makanan yang basah itu disebelah atas agar manusia dapat melihatnya, barang siapa yang menipu maka ia bukan dari kalangan kami (bukan dari kalangan agamaku yang sempurna). (Riwayat Muslim) والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=1955,"  Soalan

Soalan: Salam ustaz/ustazah.saya telah beli peti ais dari wang haram 100% hasil riba dan peras ugut orang.saya telah solat taubat dan sudah 2 tahun tidak melakukan riba dan pemerasan. Saya insaf dan ingin bertaubat.apa yang saya perlu lakukan dengan harta haram ini. 1)buang peti ais tersebut?. 2)guna peti ais ini dan sedekah wang kepada fakir miskin dengan nilai yang sama dengan harga peti ais tersebut?. 3)beri kepada fakir miskin? Bantu saya..","Jawapan  

Merujuk kepada persoalan saudara, adalah dicadangkan agar peti ais itu dinilaikan sahaja dan serahkan duit kepada Baitumal yang berhampiran. Berdasarkan kepada keputusan Muzakarah Jawatankuasa Fatwa Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam Malaysia Kali Ke-87 yang bersidang pada 23-25 Jun 2009 telah membincangkan Hukum Penyaluran Harta Tidak Patuh Syariah Ke Baitulmal Dan Institusi Islam Lain. Muzakarah telah memutuskan bahawa; Di dalam Islam harta-harta yang diperolehi dengan cara yang tidak mematuhi syariah seperti riba, gharar, perjudian, penipuan, rompakan, rampasan, rasuah dan seumpamanya adalah haram dan tidak boleh digunakan untuk manafaat dan kepentingan diri sendiri serta perlu dibersihkan melalui kaedah-kaedah berikut: 1. Diserahkan kepada Baitulmal untuk maslahah-maslahah umum umat Islam seperti membiayai pembinaan atau penyelenggaraan jambatan, jalan, tandas dan seumpamanya; 2. Diserahkan kepada golongan fakir miskin; atau 3. Jika harta tersebut merupakan harta rompak, curi dan seumpamanya, maka harta tersebut perlu diserahkan semula kepada pemiliknya. Jika pemiliknya telah meninggal dunia atau tidak dapat dijumpai, maka harta tersebut mestilah dikembalikan kepada ahli warisnya. Sekiranya tidak dapat diketahui pemilik atau ahli waris pemilik, maka harta tersebut hendaklah diserahkan kepada Baitulmal. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=1966,"  Soalan

Soalan: Assalammualaikum 1) Apakah hukum menanam jambang bagi lelaki yang memang tidak tumbuh jambang yang lebat? 2) Apakah hukum download & mengupload semula video yang di buat oleh orang bukan islam ke youtube untuk dapatkan bayaran dari youtube/google. Adakah wang itu halal? Contohnya : download movies atau animasi/kartun/short video/video viral dari internet, selepas itu edit video tersebut, dan upload ke youtube. Dapat bayaran dri youtube.","Jawapan  

Merujuk kepada persoalan tuan, 1. Hukumnya adalah harus. Boleh merujuk kepada fatwa seperti link berikut : https://www.muftiselangor.gov.my/fatwa-personalisation/fatwa-tahunan/keputusan-fatwa-xwarta/2010/569-hukum-menanam-rambut-di-kepala 2. Hukumnya adalah harus dengan syarat mendapat kebenaran daripada pemilik video tersebut, kerana ia adalah milik orang lain, maka dimestikan mendapat izinnya. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=1968,"  Soalan

Soalan: Assalamualaikum. Saya ingin bertanya berkenaan pembayaran FIDYAH. kadar bayaran Fidyah yang dikenakan adalah berbeza mengikut negeri. Soalan saya, adakah saya perku membayar fidyah di negeri tempat tinggal saya ( kuala lumpur) atau saya boleh memilih untuk membayar fidyah di mana-mana negeri? contoh: kadar bayaran fidyah yang dikenakan di tempat tinggal sya iaitu di kuala lumpur 1 hari= RM4 manakala kadar bayaran fidyah di kampung saya iaitu di Selangor dan Johor adalah lebih rendah. Boleh kah saya memilih untuk membayar fidyah di kampung?","Jawapan  

Merujuk kepada persoalan puan, boleh membayar fidyah di mana-mana negeri mengikut kadar yang telah ditetapkan. Sebaiknya, bayarlah fidyah di negeri tempat tinggal puan. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=1979,"  Soalan

Asalamualaikum.. Saya seorang peniaga nasi lemak..dan baru ini saya terima bantuan beras dari individu yg menderma pada golongan b40 yg ada anak ramai.. Soalannya..bolehkah saya gunakan beras bantuan itu untuk berniaga nasi lemak dgn niat boleh jadikan hasil yg lebih sedikit..apakah hukumnya Terima kasih","Jawapan  

Merujuk kepada persoalan puan, bantuan beras yang diterima boleh digunakan untu berniaga bagi menampung keperluan keluarga. Setiap bantuan yang telah diterima adalah menjadi hak milik penerima. Oleh itu, penerima bantuan mempunyai hak bagaimana cara untuk memanfaatkan setiap bantuan yang diterima. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=1984,"  Soalan

Soalan: Assalamualaikum ustaz. Saya ada soalan berkenaan hukum. Apakah hukum jika saya bekerja dalam bidang arkitek di sebuah syarikat yang mengambil projek-projek yang jelas terdapat unsur haramnya seperti projek membina kelab malam, projek membina restoran/bar yang menjual arak, membina projek pusat penyembahan agama lain, projek membina kilang penyembelihan bukan cara islam dan sebagainya? Bagaimanakah hukum dari segi pendapatan saya? Apakah yang saya perlu lakukan jika projek itu diserahkan tugas kepada saya untuk mengetuainya atau saya terlibat dengannya? Saya harap dapat mendengar penjelasan berkenaan isu ini dan dapat mendengar pendapat ustaz untuk memudahkan urusan ini.","Jawapan  

Merujuk kepada persoalan puan, jika tidak diketahui tujuannya, maka harus. Jika berkaitan dengan bangunan untuk jualan arak maka haram. Sebaliknya puan buatlah pilihan untuk tidak terlibat dengan projek yang dilarang oleh syarak agar mendapat rezeki yang berkah. Usaha bertukar syarikat lain kerana termasuk dalam syubhah. Sebagaimana firman Allah SWT yang bermaksud: “Dan janganlah kamu bertolong-tolongan pada melakukan dosa (maksiat) dan pencerobohan. Dan bertaqwalah kepada Allah, kerana sesungguhnya Allah Maha Berat azab seksaNya (bagi sesiapa yang melanggar perintahNya).” (al-Maaidah : 2) والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=1990,"  Soalan

Soalan: Assalamualaikum.. adik saya meninggal dunia tahun 2016.Duit kwsp dan insuran di buat firaid.dan bayaran hutang mengunakan duit firaid tersebut.Waris2 ( adik beradik ) yg menerima duit faraid bersetuju menyerahkan duit kpd emak. pada Nov 2019.emak telah meninggal. Soalan: 1) Boleh ke waris (adik beradik ) menuntut hutang dahulu yg arwah adik ada berhutang denganya setelah 4 tahun kematian arwah. 2) Adakah duit emak akan dikira sebagai harta pusaka dan akan dibuat pembahagian faraid.","Jawapan  

Merujuk kepada persoalan saudara, 1. Sebelum pembahagian faraid dilakukan, waris si mati hendaklah melangsaikan hutang-hutang arwah menggunakan duit peninggalannya, termasuklah hutang sesama adik-beradik. Kemudian bakinya, barulah boleh difaraidkan. Oleh kerana semua adik-beradik bersetuju menyerahkan duit faraid yang diterima kepada emak, maka selesailah urusan tersebut. Dan faraid adik-beradik yang diserah kepada emak menjadi hakmilik emak. Jika ada adik-beradik yang masih mendakwa arwah adik berhutang dengannya, hendaklah dikemukakan bukti yang menyokong dakwaannya, kerana persetujuan telah dibuat 4 tahun lalu. 2. Segala harta milik arwah emak yang ditinggalkan dikira sebagai harta pusaka yang perlu difaraidkan. Sebelum faraid dilakukan, hendaklah diselesaikan hutangnya, kos pengurusan jenazahnya, badal haji (jika mampu dan belum menunaikan haji semasa hidup), fidyah dan wasiat (hanya 1/3 jika ada) yang diselesaikan menggunakan harta pusaka emak. Jika berbaki, barulah boleh difaraidkan harta pusaka tersebut kepada waris. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=1991,"  Soalan

Soalan: Assalamualaikum, mohon pencerahan mengenai isu harta. Abg sy meninggal dunia pd 17.4.2019 .JPA telah menetapkan sejumlah Wang pampasan kpd Emak. Tp emak pula meninggal seminggu selepas abg sy iaitu pd 27.4.2019. Wang pampasan tu dpt selepas Emak meninggal.Soalannya..duit tersbt wajib dibagikan ikut faraid ke tidak.Tk atas bantuan.","Jawapan  

Merujuk kepada persoalan tuan, Jawatankuasa Muzakarah Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam Malaysia Kali Ke-49 yang bersidang pada 19 September 2000 telah membincangkan Wang Pampasan Kematian Pekerja Yang Dianugerahkan Oleh Kerajaan Atau Syarikat Swasta. Muzakarah telah memutuskan bahawa wang pampasan yang diperolehi dari kematian pekerja, wang pampasan melalui tuntutan mahkamah, wang SOCSO dan seumpamanya tidak dianggap harta pusaka. Rujukan link: http://e-smaf.islam.gov.my/e-smaf/index.php/main/mainv1/fatwa/pr/15207 Justeru, wang pampasan dari JPA kepada emak menjadi milik emak (walaupun lewat diterima) dan termasuk sebagai harta pusaka emak yang perlu difaraidkan. Bagi penjelasan lanjut, tuan boleh mendapatkan khidmat nasihat pengurusan faraid melalui Bahagian Baitulmal, Majlis Agama Islam Negeri yang berhampiran. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=2001,"  Soalan

Soalan: Assalamualaikum. Saya ingin mengajukan satu soalan berkenaan hutang lapuk. Pada satu masa sebelum ini, saya pernah menjadi orang tengah untuk satu urusan jual beli yang melibatkan ramai individu, lebih kurang 20 hingga 30 orang termasuk saya sendiri. Malangnya, saya telah ditipu dalam urusan tersebut. Jumlah bayaran setiap individu adalah RM25 pada masa itu. Perkara ini telah berlalu hampir 15 tahun lamanya. Saya juga tidak ada senarai pembeli yang turut menjadi mangsa untuk memohon maaf kerana saya berpindah tidak lama selepas itu. Namun, saya masih merasa terganggu dengan perkara itu. Apa yang perlu saya lakukan? Perlukah saya menanggung dan menyelesaikan hutang kepada semua pembeli tersebut?","Jawapan  

Merujuk kepada persoalan, puan wajib menyelesaikan hutang kepada individu tersebut, status hutang tetap hutang kerana puan menjadi orang tengah dalam urusniaga itu. Dicadangkan agar berusaha mencari mereka yang terlibat menggunakan media sosial dan sebagainya sedaya upaya. Jika tidak ditemui, wang tersebut hendaklah diserahkan ke Baitulmal sebagai wang yang tidak ditemui pemiliknya. Tetapi jika terjumpa semula dengan individu berkenaan, puan hendaklah mengembalikan semula duitnya. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=2023,"  Soalan

Soalan: Assalamualaikum. Anak saudara saya ada membeli rumah daripada ayahnya. Tetapi nama utk bill api dan air belum ditukar dan deposit api dan air berjumlah rm500 ++ masih belum dibayar kepada ayahnya. Ditakdirkan ayahnya meninggal dunia beberapa bulan yang lepas. Urusan tukar nama bill api air belum dibuat. Bermakna duit deposit rm500 telah tertunggak. Soalannya boleh atau tidak anak saudara saya tu membayar rm500 dengan menggunakan duitnya sendiri kepada waris (bukan duit deposit yg diterima dari tnb sbb belum berurusan). Dengan niat jika urusan telah dibuat dan pihak tnb kembalikan deposit tersebut duit itu akan menjadi miliknya sahaja x perlu difaraidhkan lagi. Harap pihak Tuan dapat memberikan penjelasan.","Jawapan  

Merujuk kepada persoalan, puan boleh menggunakan kaedah tersebut kerana ingin menyelesaikan urusan berkaitan faraid terlebih dahulu kepada ahli warisnya. Memandangkan urusan pertukaran nama belum sempat diselesaikan. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=2025,"  Soalan

Soalan: Assalammualaikum...saya ingin bertanya...adik saya ada meminjam duit pd kawan dia...baru2 ni dapat berita kawan dia meninggal..kwm dia dah bercerai dgn isteri dia dan dia mempunyai 2 org ank lelaki yg masih bersekolah...ank2 dia dijga oleh bekas mertua dia...soalan saya..pd siapakah duit yg adik ssya pinjam tu patut diberikan. Sekian..wassalam","Jawapan  

Merujuk kepada persoalan tuan, duit yang dipinjam adik hendaklah dipulangkan kepada waris terdekatnya iaitu ibu bapa arwah (jika masih ada) dan anak-anaknya, kerana arwah telah bercerai dengan isterinya. Jika perceraian berlaku sebelum kematiannya, maka bekas isteri tidak layak mendapat harta pusaka. Hutang adik kepada arwah merupakan harta pusaka yang perlu difaraidkan kepada ahli warisnya. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=2029,"  Soalan

Soalan: Apakah hukum menjual gambar dan video di laman web Shutterstock? Soalan ini adalah melibatkan dari segi semua aspek cara mendapat pembayaran dari pihak Shutterstock.","Jawapan  

Merujuk kepada persoalan tuan, aktiviti perniagaan dianjur dan digalakkan dalam Islam, namun ia tidak bermakna manusia bebas menentukan tatacara perniagaan tanpa ada prasyarat yang mesti dituruti. Bagi menjamin kemaslahatan manusia terjamin dan terpelihara, Islam telah mengharamkan beberapa perkara dalam aktiviti pernigaan. Antara perkara yang dilarang dalam aktiviti perniagaan ialah: a. Riba. b. Memeras ugut dan megambil harta dengan cara yang batil c. Menipu dan bersumpah bagi melariskan barangan. d. Rasuah. e. Memonopoli barangan (ihtikar). f. Larangan mengurangkan kadar sukatan dan timbangan. g. Larangan membeli barangan yang dicuri, diragut atau dirampas tanpa hak. h. Haram menjual najis. Demikian adalah antara perkara-perkara yang diharamkan dalam aktiviti jual-beli atau perniagaan. Kesemua larangan dan tegahan yang disebutkan di atas cukup mencerminkan kesempurnaan dan kesyumulan syariat Islam. Semua perkara yang haram ini adalah perkara yang boleh mendatangkan mudarat dan kesulitan kepada manusia. Shutterstock merupakan antara platform jual beli gambar online terbesar selain beberapa platform online lain. Secara tidak langsung, Shutterstock boleh menjual koleksi gambar peribadi dan menerima bayaran dalam nilai USD. Maka hukum menjual gambar dan video di Web Shutterstock adalah harus selagi mana cukup rukun dan syarat sah jual beli dalam Islam, serta tidak bertentangan dengan syariat Islam. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=2032,"  Soalan

Soalan: Assalammualaikum ustaz, nak tanya kalau kita masukkan modal rm 300(contoh) dalam pelaburan forex dan kita mendapat untung mencecah rm 800(contoh) adakah kita boleh ambil rm 300(modal) dari pulangan rm 800 dan lebihannya iaitu rm 500 kita sedekahkan dan tak guna langsung duit tu sebab baru tahu hukum main forex adalah haram.Soalan utamanya adalah bolehkah kita mengambil balik duit rm 300(modal) daripada rm 800( untung forex).Mohon pencerahan.Terima kasih.","Jawapan  

Merujuk kepada persoalan saudara, boleh mengambil balik duit modal RM300 tersebut, dan selebihnya hendaklah diserahkan ke Baitulmal kerana ia merupakan wang yang tidak patuh syariah setelah saudara mengetahui tentang hukumnya. Ia tidak boleh dimanfaatkan untuk diri sendiri. Firman Allah SWT : وَإِنْ تُبْتُمْ فَلَكُمْ رُءُوسُ أَمْوَالِكُمْ لَا تَظْلِمُونَ وَلَا تُظْلَمُونَ Maksudnya : “Dan jika kamu bertaubat, maka hak kamu (yang sebenarnya) ialah pokok asal harta kamu. (Dengan yang demikian) kamu tidak berlaku zalim kepada sesiapa, dan kamu juga tidak dizalimi oleh sesiapa” (al-Baqarah : 279) والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=2034,"  Soalan

Soalan: Ayah saya baru meninggal dunia. Meninggalkan 4 orang anak (2 lelaki, 2 perempuan) serta seorang isteri (ibu tiri saya). Sewaktu hayat Arwah saya pernah membeli sebiji kereta dan sebiji motor untuk Arwah Ayah gunakan selama mana yang beliau mahu. Kedua-duanya adalah secara tunai dan didaftarkan di atas nama saya sendiri. Soalan: 1. Adakah motor dan kereta tersebut kini menjadi harta pusaka dan perlu dibahagikan kepada kami adik beradik dan ibu tiri mengikut perkiraan faraid? 1. Adakah ibu tiri berhak menuntut motor dan kereta tersebut sebagai harta sepencarian kerana ianya saya berikan kepada Arwah Ayah sewaktu ibu tiri telah menjadi isteri Arwah Ayah.","Jawapan  

Merujuk kepada persoalan puan, 1. Berkenaan motor dan kereta tersebut, ia berbalik kepada niat puan semasa memberikannya kepada ayah sama ada beri terus sebagai hibah atau beri pinjam untuk kegunaannya semasa hayat kerana tidak berlaku pertukaran nama pada kedua-dua kenderaan tersebut selepas pembelian. Dari segi perundangan, ia masih lagi milik puan sebagai penama, justeru tidak boleh dijadikan sebagai harta pusaka arwah ayah untuk difaraidkan. Jika hibah, maka jadi harta pusaka. 2. Selagi kenderaan tersebut tidak bertukar nama kepada nama ayah, maka ia tidak menjadi milik ayah untuk dipusakai dalam faraid. Justeru, ibu tiri dan waris yang lain tidak juga tidak boleh mempusakainya. Ia juga bukanlah harta sepencarian yang boleh dituntut oleh ibu tiri kerana ia bukan harta milik bersama ibu tiri dan arwah ayah. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=2035,"  Soalan

Soalan: Saya ada satu pertanyaan . Ayat nya begini. Pada di bulan ramadan .pada di malam ramadhan hamba allah ini sudah niat puasa untuk keesokan harinya selepas terawih .jadi pada jam sekian2 hamba allah ini tidak lagi tidur jadi ia terniat untuk onani . Setelah ia buat perbuatan itu dia rasa menyesal dan hamba allah ini mandi wajib jadi ia tertanya tanya adakah sah puasa aku ni .kejadian itu sebelum sahur .dan sahkah ibadah puasa hamba allah itu pada hari itu. Itu saja soalan saya maaf kerana pertayaan ini agak berat .","Jawapan  

Merujuk kepada persoalan saudara, hukum ibadah puasanya pada keesokan harinya adalah sah, kerana ada berniat. Makan, minum atau melakukan perkara yang membatalkan puasa selepas berniat, tidak membatalkan niat puasa tersebut. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=2036,"  Soalan

Soalan: Assalammualaikum, semoga kita berada dalam rahmat Allah SWT. Apakah hukum berurusan, seperti berbelanja, di kedai yg syarikatnya yg mengadakan kempen menyokong LGBTQ. Kedua, bagaimana pula dgn pembelian barangan buatan negara yg menindas umat islam?","Jawapan  

Merujuk kepada persoalan puan, 1. Dari segi hukumnya berbelanja (jual-beli) di syarikat tersebut adalah sah. Soal mereka berkempen menyokong LGBTQ itu dosanya ditanggung oleh mereka masing-masing. Firman Allah SWT : ولَا تَكْسِبُ كُلُّ نَفْسٍ إِلَّا عَلَيْهَا وَلَا تَزِرُ وَازِرَةٌ وِزْرَ أُخْرَىٰ Maksudnya : “Dan tiadalah (kejahatan) yang diusahakan oleh tiap-tiap seorang melainkan orang itulah sahaja yang menanggung dosanya; dan seseorang yang boleh memikul tidak akan memikul dosa perbuatan orang lain (bahkan dosa usahanya sahaja)” (al-An’am : 164) Namun, lebih utama kita berbelanja ditempat lain. 2. Pembelian tersebut hukumnya adalah sah. Soal penindasan yang dilakukan mereka dosanya ditanggung oleh pemerintah negara tersebut. Namun, lebih utama sebagai tanda protes kita tidak bersetuju dengan penindasan tersebut. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=2045,"  Soalan

Assalamualaikum, Tuan/puan, Saya ada persoalan mengenai hukum jual beli online. Situasi: Seorang tukang jahit langsir mengiklan design-design langsir di laman sosial (shopee/lazada), design diambil dari page penjual kain langsir yang lain di platform yg sama. Apabila ada pembeli membuat order kepada tukang jahit dengan memilih design yang dipilih, barulah tukang jahit membeli kain tersebut kepada penjual langsir untuk dijahit. Semasa pembeli membuat order,sejumlah wang telahpun ditolak dari akaun pembeli. Tetapi wang tersebut masih belum diperoleh oleh tukang jahit (dalam simpanan shopp/lazada) sehingga barang di pos oleh tukang jahit kepada pembeli. Persoalan sy, adakah sah jual beli. Pengetahuan sy sah jual beli apabila barang telahpun ada ditangan penjual (dalam situasi ini tukang jahit). Tetapi hakikat kain tiada di tangan dan baru akan dibeli oleh tukang jahit kepada pihak ke3?. Situasi berlaku apabila penjahit tidak mahu ambil risiko menyimpan stok yg tidak tahu akan dibeli atau tidak. Apabila ada pembeli, barulah kain di beli dah dijahit. Bagaimana pendapat tuan/puan dalam isu ini?.","Jawapan  

Merujuk kepada persoalan puan, sah jual beli apabila memenuhi rukun-rukunnya. Rukun jual beli adalah penjual, pembeli, barang, harga dan sighah. Dalam kes ini, jual beli adalah sah dan terlaksana melalui pihak ketiga dan terlaksana sepenuhnya apabila barang telah sampai kepada pembeli dan harga telah diperolehi oleh penjual. Lazada adalah platform menerima order daripada pelanggan. Hubungannya dengan tukang jahit adalah ijarah (اجاره) sebagaimana yang telah dipersetujui dalam kontrak. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=2056,"  Soalan

Soalan: assalam saya berkerja di maybank sebagai ketua audit untuk IT dan operation. saya di beri saham maybank sebagai reward (benefit) setiap tahun . saham ini di credit ke account dan dividednya sekali. soalan saya bolehkah saya guna duit saham ini dan dividednya. kerana ia diberi sebagai saguhati untuk berkerja lama di maybank. wasalam","Jawapan  

Merujuk kepada persoalan yang dikemukakan, tuan boleh menggunakannya kerana ia merupakan ganjaran/ saguhati pekerja yang diberi oleh majikan. Walau bagaimanapun, perlu dipastikan saham tersebut adalah saham yang patuh syariah. Namun, jika tidak patuh syariah, tuan tidak terlibat dengan urusniaga tersebut. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=2059,"  Soalan

Soalan: kita tahu bahawa penggunaan kad kredit sangat meluas sekarang ini. saya ingin bertanya hukum bagi penggunaan kad kredit. ada sesetengah ustaz mengatakan haram. saya ingin meminta penjelasan dengan lebih jelas mengikut situasi yang saya alami. 1. saya menggunakan kad kredit konvasional dan membuat bayaran tepat pada masa tanpa ada sebarang cas lewat pembayaran. adakah setiap urusan jual beli itu haram?. 2. setiap kad konvensional yang saya gunakan mempunyai cash back berdasarkan penggunaan bulanan saya (hampir setiap bulan saya terima rm30). adakah cash back tersebut haram kerana kad tersebut kad konvesional dan terdapat unsur riba?? 3. situasi yang sama seperti soalan 2 tapi kad yg digunakan adalah kad islamic. adakah cash back yang saya terima halal atau haram?","Jawapan  

Merujuk kepada persoalan tuan, 1. Penggunaan kad kredit konvensional dan segala urusan yang berkaitan dengannya hendaklah dielakkan kerana ia terlibat dengan riba’ yang diharamkan oleh Allah SWT sebagaimana firmanNya yang bermaksud : وَأَحَلَّ اللَّـهُ الْبَيْعَ وَحَرَّمَ الرِّبَا Maksudnya: “Allah telah menghalalkan berjual-beli (berniaga) dan mengharamkan riba.” (al-Baqarah: 275) 2. Ya, ia juga haram untuk digunakan dalam sebarang urusan jual beli. 3. Cash back yang diterima menggunakan kad kredit Islamic adalah halal, kerana berdasarkan akad yang patuh syariah. والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=2067,"  Soalan

Soalan: Saya sedang berkerja di syarikat pengeluaran majalah, dimana 3 dari 72 majalah disitu adalah majalah mengenai LGBT. Adakah cukup untuk saya membenci perbuatan LGBT itu dan meneruskan pekerjaan saya disitu. Adakah gaji saya itu gaji yang halal disisi Allah SWT?","Jawapan  

Merujuk kepada persoalan puan, pekerjaan dan gaji yang diperolehi adalah syubhah kerana bercampur dengan hasil majalah LGBT. Dengan itu, jika terdapat peluang pekerjaan di tempat lain yang diyakini patuh syariah, maka afdhal untuk puan meninggalkan pekerjaan di syarikat pengeluaran majalah tersebut. Ini berdasarkan firman Allah SWT : وَتَعَاوَنُواْ عَلَى الْبِرِّ وَالتَّقْوَى وَلاَ تَعَاوَنُواْ عَلَى الإِثْمِ وَالْعُدْوَانِ Maksudnya: “Dan hendaklah kamu bertolong-tolongan untuk membuat kebajikan dan bertaqwa, dan janganlah kamu bertolong-tolongan pada melakukan dosa (maksiat) dan pencerobohan” (al-Maaidah : 2) والله أعلم بالصواب Sekian, terima kasih."
https://emusykil.muftiselangor.gov.my/index.php/site/jawapan?id=2107,"  Soalan

Soalan: Assalamualaikum Tuan, sy mahu bertanya jika saya menyimpan duit pemberian org untuk anak sy dlm akaun amanah saham sy, adakah sy perlu asingkan juga dividen yg sy terima mengikut amaun duit hak anak sy? Anak masih kecil, kerana kekangan masih belum blh buat akaun peribadi untuk anak semasa musim perintah berkurung. Teeima kasih tuan","Jawapan  

Merujuk kepada persoalan puan, dalam harta yang dimiliki oleh anak, terdapat hak untuk ibu bapanya. Sebagaimana hadith yang diriwayatkan daripada Abdullah bin ‘Amr bin al-Ash katanya: إن أبي اجتاح مالي. فقال: أنت ومالك لأبيك. وقال رسول الله ﷺ : إن أولادكم من أطيب كسبكم فكلوا من أموالهم. Maksudnya : “Sesungguhnya ayahku itu mengambil semua hartaku.” Nabi SAW bersabda, “Kamu dan semua hartamu adalah milik ayahmu.” Rasulullah SAW bersabda, “Sesungguhnya anak-anak kalian adalah termasuk jerih payah kalian yang paling berharga. Makanlah sebahagian harta mereka.” (Riwayat Ibnu Majah) Berkaitan dengan dividen, pastikan akaun amanah saham adalah patuh syariah. Justeru, terpulang kepada puan sama ada hendak mengasingkan atau sekadar amaun yang dimasukkan sahaja, kerana syarak membenarkan hak kepada pelabur untuk menerima segala hasil keuntungan. Namun, jika puan mengalami kerugian, nilai yang perlu dipulangkan adalah mengikut nilai asal yang dimasukkan ke dalam akaun amanah saham tersebut sahaja tidak boleh dikurangkan. والله أعلم بالصواب Sekian, terima kasih."
